Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments,Hour,Age_Group,Over_Speeding,Speed_Diff,Day,Repeat_Offender,Month
VLT103662,Drunk Driving,3471,West Bengal,2033-01-10,1900-01-01 09:02:00,Auto Rickshaw,Silver,2012,Uttar Pradesh,51,Male,Heavy Vehicle,0,Clear,Under Construction,OFF7767,Highway Patrol,Valid,2,No,,Green,30,55,0.22,Not Conducted,Yes,No,Card,No,1,,9,46-60,True,25,Monday,True,2033-01
VLT103663,No Helmet,1604,Karnataka,2033-01-11,1900-01-01 23:24:00,Scooter,Yellow,2006,Delhi,64,Female,Heavy Vehicle,0,Cloudy,Under Construction,OFF9604,RTO,Valid,2,Yes,Yes,Yellow,40,65,0.21,Negative,Yes,Yes,Cash,Yes,3,Fine Paid On Spot,23,60+,True,25,Tuesday,True,2033-01
VLT103664,No Seatbelt,1126,Tamil Nadu,2033-01-12,1900-01-01 02:18:00,Auto Rickshaw,Green,2016,Maharashtra,41,Other,Learner,7,Dust Storm,Dry,OFF1950,Highway Patrol,Suspended,5,Yes,No,Yellow,50,20,0.35,Not Conducted,Yes,No,Card,No,2,First Violation,2,36-45,False,-30,Wednesday,True,2033-01
VLT103665,Over-speeding,3628,West Bengal,2033-01-13,1900-01-01 08:05:00,Scooter,Black,2004,West Bengal,36,Male,Four-Wheeler,0,Dust Storm,Potholes,OFF8193,Traffic Police,Expired,1,,No,Green,60,44,0.1,Positive,No,No,Online,No,5,First Violation,8,36-45,False,-16,Thursday,True,2033-01
VLT103666,Driving Without License,3452,Karnataka,2033-01-14,1900-01-01 01:16:00,Car,Blue,2020,Karnataka,45,Male,Learner,10,Cloudy,Wet,OFF2405,Local Police,Valid,3,No,No,Yellow,60,90,0.23,Negative,Yes,No,Card,Yes,1,Repeat Offender,1,36-45,True,30,Friday,True,2033-01
VLT103667,Drunk Driving,749,Punjab,2033-01-15,1900-01-01 01:03:00,Bike,Yellow,2004,Maharashtra,38,Female,Heavy Vehicle,5,Foggy,Under Construction,OFF8217,RTO,Valid,3,No,No,Green,40,51,0.03,Not Conducted,No,Yes,Cash,No,2,,1,36-45,True,11,Saturday,True,2033-01
VLT103668,No Helmet,103,West Bengal,2033-01-16,1900-01-01 22:16:00,Auto Rickshaw,White,2022,Uttar Pradesh,62,Other,Two-Wheeler,1,Cloudy,Dry,OFF8155,Highway Patrol,Suspended,5,Yes,,Green,40,113,0.2,Negative,Yes,No,Online,Yes,1,First Violation,22,60+,True,73,Sunday,True,2033-01
VLT103669,Wrong Parking,2482,Maharashtra,2033-01-17,1900-01-01 07:56:00,Bus,Green,2019,Punjab,42,Other,Heavy Vehicle,9,Dust Storm,Potholes,OFF9682,Traffic Police,Suspended,1,No,,Yellow,60,28,0.17,Not Conducted,No,No,Cash,Yes,2,Repeat Offender,7,36-45,False,-32,Monday,True,2033-01
VLT103670,Drunk Driving,1623,Maharashtra,2033-01-18,1900-01-01 19:37:00,Bike,White,2018,Delhi,28,Other,Commercial,5,Foggy,Dry,OFF3414,Traffic Police,Valid,2,No,Yes,Yellow,100,100,0.1,Not Conducted,Yes,Yes,Cash,No,0,Fine Paid On Spot,19,26-35,False,0,Tuesday,False,2033-01
VLT103671,No Helmet,2934,Uttar Pradesh,2033-01-19,1900-01-01 03:23:00,Truck,Blue,2016,Karnataka,20,Male,Two-Wheeler,6,Rainy,Wet,OFF4193,RTO,Valid,3,Yes,No,Green,30,97,0.34,Negative,Yes,Yes,Online,Yes,2,,3,18-25,True,67,Wednesday,True,2033-01
VLT103672,Wrong Parking,1994,West Bengal,2033-01-20,1900-01-01 19:22:00,Bike,White,2000,Maharashtra,50,Female,Two-Wheeler,9,Dust Storm,Under Construction,OFF7363,Highway Patrol,Suspended,3,Yes,No,Red,100,73,0.15,Not Conducted,No,Yes,Online,Yes,5,Repeat Offender,19,46-60,False,-27,Thursday,True,2033-01
VLT103673,Drunk Driving,4202,Uttar Pradesh,2033-01-21,1900-01-01 19:17:00,Scooter,White,1999,Uttar Pradesh,69,Male,Four-Wheeler,2,Clear,Under Construction,OFF7382,Local Police,Suspended,2,,Yes,Yellow,60,116,0.43,Negative,Yes,Yes,Cash,Yes,1,Fine Paid On Spot,19,60+,True,56,Friday,True,2033-01
VLT103674,Using Mobile Phone,4941,Gujarat,2033-01-22,1900-01-01 04:03:00,Car,Red,1997,Maharashtra,31,Female,Commercial,10,Dust Storm,Wet,OFF6325,RTO,Suspended,5,No,No,Red,30,42,0.45,Not Conducted,No,Yes,Cash,No,1,First Violation,4,26-35,True,12,Saturday,True,2033-01
VLT103675,Over-speeding,4660,Gujarat,2033-01-23,1900-01-01 12:55:00,Auto Rickshaw,White,2014,Delhi,50,Other,Learner,10,Rainy,Dry,OFF9170,RTO,Suspended,2,Yes,Yes,Green,30,78,0.26,Not Conducted,Yes,No,Cash,No,5,Fine Paid On Spot,12,46-60,True,48,Sunday,True,2033-01
VLT103676,Overloading,1900,Punjab,2033-01-24,1900-01-01 21:36:00,Bus,Grey,2001,Karnataka,52,Female,Four-Wheeler,3,Rainy,Dry,OFF9899,Local Police,Expired,1,No,Yes,Green,100,111,0.31,Positive,Yes,No,Card,Yes,2,,21,46-60,True,11,Monday,True,2033-01
VLT103677,Wrong Parking,2333,Maharashtra,2033-01-25,1900-01-01 08:07:00,Bike,Red,2023,Karnataka,36,Other,Two-Wheeler,1,Foggy,Dry,OFF5559,Local Police,Expired,1,,,Yellow,60,101,0.27,Negative,No,No,Not Paid,No,1,First Violation,8,36-45,True,41,Tuesday,True,2033-01
VLT103678,Driving Without License,3823,Gujarat,2033-01-26,1900-01-01 22:10:00,Scooter,Yellow,2009,Gujarat,22,Other,Learner,8,Foggy,Slippery,OFF1858,Local Police,Valid,3,No,Yes,Yellow,80,108,0.29,Positive,No,No,Online,Yes,2,First Violation,22,18-25,True,28,Wednesday,True,2033-01
VLT103679,No Seatbelt,4966,Maharashtra,2033-01-27,1900-01-01 07:58:00,Bike,Black,2020,Punjab,18,Female,Commercial,7,Dust Storm,Dry,OFF8195,Highway Patrol,Expired,5,,,Red,100,31,0.33,Negative,No,No,Card,No,1,Fine Paid On Spot,7,,False,-69,Thursday,True,2033-01
VLT103680,Using Mobile Phone,550,Delhi,2033-01-28,1900-01-01 07:34:00,Bike,Black,2008,Karnataka,20,Female,Commercial,10,Dust Storm,Potholes,OFF2284,Highway Patrol,Valid,4,No,Yes,Red,60,29,0.39,Positive,No,Yes,Card,No,5,,7,18-25,False,-31,Friday,True,2033-01
VLT103681,No Seatbelt,2152,Tamil Nadu,2033-01-29,1900-01-01 21:54:00,Bus,Green,2017,Uttar Pradesh,70,Other,Four-Wheeler,10,Dust Storm,Dry,OFF7768,Highway Patrol,Suspended,3,Yes,Yes,Yellow,80,73,0.48,Negative,Yes,Yes,Not Paid,No,0,,21,60+,False,-7,Saturday,False,2033-01
VLT103682,No Helmet,1909,Tamil Nadu,2033-01-30,1900-01-01 08:13:00,Car,Silver,2000,Karnataka,21,Female,Two-Wheeler,6,Rainy,Under Construction,OFF3747,RTO,Suspended,5,No,No,Yellow,60,21,0.16,Positive,Yes,No,Not Paid,Yes,1,Fine Paid On Spot,8,18-25,False,-39,Sunday,True,2033-01
VLT103683,Overloading,1991,Maharashtra,2033-01-31,1900-01-01 09:41:00,Scooter,White,2006,Maharashtra,67,Other,Learner,1,Clear,Dry,OFF4028,RTO,Valid,3,Yes,,Yellow,80,87,0.01,Not Conducted,No,Yes,Card,Yes,4,Repeat Offender,9,60+,True,7,Monday,True,2033-01
VLT103684,Over-speeding,4711,Maharashtra,2033-02-01,1900-01-01 08:23:00,Truck,Silver,2003,Delhi,47,Other,Learner,2,Clear,Potholes,OFF1632,Traffic Police,Valid,4,Yes,,Yellow,30,20,0.19,Negative,No,No,Not Paid,Yes,5,,8,46-60,False,-10,Tuesday,True,2033-02
VLT103685,Wrong Parking,3699,Tamil Nadu,2033-02-02,1900-01-01 02:30:00,Scooter,Grey,2008,Karnataka,32,Other,Learner,3,Foggy,Slippery,OFF6279,Traffic Police,Expired,5,Yes,,Green,60,67,0.37,Negative,No,Yes,Card,No,1,,2,26-35,True,7,Wednesday,True,2033-02
VLT103686,Using Mobile Phone,2692,Karnataka,2033-02-03,1900-01-01 14:41:00,Bus,Grey,2009,West Bengal,64,Other,Learner,3,Cloudy,Dry,OFF1754,Local Police,Valid,1,Yes,No,Green,30,42,0.08,Positive,Yes,Yes,Online,No,5,Fine Paid On Spot,14,60+,True,12,Thursday,True,2033-02
VLT103687,Overloading,4649,Delhi,2033-02-04,1900-01-01 23:50:00,Scooter,Yellow,1999,Maharashtra,27,Other,Learner,4,Foggy,Slippery,OFF9273,Local Police,Suspended,1,Yes,,Green,50,117,0.33,Negative,No,Yes,Cash,No,4,Repeat Offender,23,26-35,True,67,Friday,True,2033-02
VLT103688,Wrong Parking,2741,West Bengal,2033-02-05,1900-01-01 21:11:00,Bike,Yellow,2022,West Bengal,18,Other,Commercial,9,Dust Storm,Slippery,OFF3214,Traffic Police,Suspended,5,,Yes,Yellow,100,120,0.1,Positive,Yes,Yes,Card,No,5,First Violation,21,,True,20,Saturday,True,2033-02
VLT103689,Drunk Driving,3601,Punjab,2033-02-06,1900-01-01 02:27:00,Auto Rickshaw,Red,2023,Tamil Nadu,38,Male,Heavy Vehicle,3,Dust Storm,Slippery,OFF9831,RTO,Valid,4,No,Yes,Green,60,43,0.02,Negative,No,No,Not Paid,Yes,2,Fine Paid On Spot,2,36-45,False,-17,Sunday,True,2033-02
VLT103690,Signal Jumping,1122,Gujarat,2033-02-07,1900-01-01 13:04:00,Auto Rickshaw,Grey,2008,Maharashtra,67,Female,Four-Wheeler,8,Dust Storm,Slippery,OFF8473,Highway Patrol,Valid,1,,No,Green,50,73,0.09,Negative,No,No,Online,Yes,0,First Violation,13,60+,True,23,Monday,False,2033-02
VLT103691,Using Mobile Phone,1105,Gujarat,2033-02-08,1900-01-01 05:58:00,Auto Rickshaw,Grey,2014,West Bengal,73,Other,Four-Wheeler,9,Dust Storm,Under Construction,OFF5531,Traffic Police,Expired,3,,,Green,50,82,0.15,Not Conducted,Yes,Yes,Not Paid,No,4,Repeat Offender,5,60+,True,32,Tuesday,True,2033-02
VLT103692,No Seatbelt,785,Gujarat,2033-02-09,1900-01-01 17:24:00,Car,Grey,2018,Tamil Nadu,22,Male,Learner,6,Foggy,Potholes,OFF1510,Traffic Police,Suspended,5,Yes,No,Yellow,60,84,0.02,Negative,No,Yes,Cash,No,5,,17,18-25,True,24,Wednesday,True,2033-02
VLT103693,Using Mobile Phone,1141,Tamil Nadu,2033-02-10,1900-01-01 16:54:00,Car,White,2018,Karnataka,45,Other,Two-Wheeler,5,Cloudy,Slippery,OFF2262,Local Police,Suspended,5,,Yes,Yellow,40,57,0.01,Negative,No,Yes,Card,No,1,Fine Paid On Spot,16,36-45,True,17,Thursday,True,2033-02
VLT103694,No Seatbelt,1703,Uttar Pradesh,2033-02-11,1900-01-01 01:05:00,Bus,Grey,1997,Uttar Pradesh,47,Other,Learner,6,Dust Storm,Dry,OFF6725,Local Police,Suspended,2,,Yes,Green,40,46,0.46,Negative,No,No,Not Paid,No,3,Fine Paid On Spot,1,46-60,True,6,Friday,True,2033-02
VLT103695,No Seatbelt,1149,Delhi,2033-02-12,1900-01-01 04:31:00,Bus,White,2020,Uttar Pradesh,24,Other,Two-Wheeler,6,Clear,Slippery,OFF6235,Traffic Police,Valid,5,Yes,,Yellow,30,84,0.13,Positive,Yes,Yes,Card,No,1,First Violation,4,18-25,True,54,Saturday,True,2033-02
VLT103696,Using Mobile Phone,3139,Punjab,2033-02-13,1900-01-01 22:21:00,Bus,Green,2017,Gujarat,41,Female,Learner,0,Foggy,Potholes,OFF5965,RTO,Valid,5,No,No,Green,50,100,0.07,Negative,No,Yes,Card,No,4,Repeat Offender,22,36-45,True,50,Sunday,True,2033-02
VLT103697,Wrong Parking,3493,Tamil Nadu,2033-02-14,1900-01-01 01:30:00,Scooter,Blue,2002,West Bengal,31,Male,Four-Wheeler,1,Rainy,Wet,OFF4092,Highway Patrol,Expired,4,No,Yes,Yellow,100,22,0.45,Not Conducted,Yes,Yes,Cash,Yes,2,Fine Paid On Spot,1,26-35,False,-78,Monday,True,2033-02
VLT103698,No Seatbelt,453,Tamil Nadu,2033-02-15,1900-01-01 18:09:00,Bike,Blue,2005,Maharashtra,48,Other,Two-Wheeler,7,Dust Storm,Dry,OFF7529,Traffic Police,Valid,2,,,Red,60,79,0.46,Positive,Yes,Yes,Online,No,0,First Violation,18,46-60,True,19,Tuesday,False,2033-02
VLT103699,Signal Jumping,825,Karnataka,2033-02-16,1900-01-01 19:28:00,Bike,Green,2012,Gujarat,32,Female,Learner,8,Dust Storm,Wet,OFF6340,RTO,Valid,3,Yes,Yes,Red,80,43,0.39,Positive,No,No,Not Paid,No,5,First Violation,19,26-35,False,-37,Wednesday,True,2033-02
VLT103700,Driving Without License,4390,Tamil Nadu,2033-02-17,1900-01-01 00:28:00,Scooter,Red,2004,West Bengal,71,Female,Two-Wheeler,5,Rainy,Under Construction,OFF7831,RTO,Valid,1,Yes,No,Yellow,40,59,0.12,Positive,Yes,No,Online,Yes,2,,0,60+,True,19,Thursday,True,2033-02
VLT103701,No Helmet,3143,West Bengal,2033-02-18,1900-01-01 18:41:00,Auto Rickshaw,Blue,2003,West Bengal,71,Other,Learner,7,Foggy,Slippery,OFF5616,Local Police,Suspended,1,,No,Red,60,55,0.46,Negative,No,Yes,Cash,Yes,1,First Violation,18,60+,False,-5,Friday,True,2033-02
VLT103702,Overloading,3551,Punjab,2033-02-19,1900-01-01 20:52:00,Bike,Blue,2022,Tamil Nadu,43,Female,Two-Wheeler,2,Rainy,Under Construction,OFF9233,Traffic Police,Suspended,5,,,Yellow,60,51,0.23,Negative,Yes,Yes,Cash,Yes,2,Fine Paid On Spot,20,36-45,False,-9,Saturday,True,2033-02
VLT103703,Using Mobile Phone,1241,Karnataka,2033-02-20,1900-01-01 13:42:00,Scooter,Blue,2022,Uttar Pradesh,69,Other,Learner,0,Clear,Slippery,OFF7221,RTO,Valid,2,,Yes,Red,60,69,0.11,Not Conducted,Yes,Yes,Online,Yes,4,First Violation,13,60+,True,9,Sunday,True,2033-02
VLT103704,Signal Jumping,689,Punjab,2033-02-21,1900-01-01 23:55:00,Car,Silver,1998,Gujarat,55,Female,Learner,8,Foggy,Slippery,OFF6922,Local Police,Valid,5,Yes,No,Yellow,50,22,0.46,Negative,Yes,Yes,Cash,Yes,4,,23,46-60,False,-28,Monday,True,2033-02
VLT103705,Drunk Driving,4747,Punjab,2033-02-22,1900-01-01 03:30:00,Truck,Green,1996,Gujarat,50,Female,Learner,2,Rainy,Dry,OFF7189,Traffic Police,Suspended,4,Yes,Yes,Green,100,71,0.2,Negative,No,No,Online,No,2,Fine Paid On Spot,3,46-60,False,-29,Tuesday,True,2033-02
VLT103706,Using Mobile Phone,4578,Maharashtra,2033-02-23,1900-01-01 18:28:00,Truck,Blue,1999,Karnataka,55,Male,Heavy Vehicle,10,Foggy,Slippery,OFF4110,Traffic Police,Valid,2,Yes,Yes,Red,30,23,0.04,Negative,Yes,Yes,Cash,Yes,1,First Violation,18,46-60,False,-7,Wednesday,True,2033-02
VLT103707,Driving Without License,560,Karnataka,2033-02-24,1900-01-01 18:14:00,Car,Green,2002,Delhi,18,Male,Four-Wheeler,3,Foggy,Wet,OFF8231,Highway Patrol,Suspended,3,,No,Red,100,52,0.44,Not Conducted,Yes,No,Card,Yes,2,,18,,False,-48,Thursday,True,2033-02
VLT103708,No Helmet,3193,Uttar Pradesh,2033-02-25,1900-01-01 07:53:00,Car,Green,2009,Punjab,73,Female,Commercial,4,Foggy,Under Construction,OFF9742,Traffic Police,Expired,1,No,,Red,30,25,0.19,Not Conducted,No,Yes,Card,No,0,First Violation,7,60+,False,-5,Friday,False,2033-02
VLT103709,Drunk Driving,1642,Uttar Pradesh,2033-02-26,1900-01-01 21:56:00,Scooter,Silver,2023,Uttar Pradesh,26,Male,Heavy Vehicle,2,Rainy,Dry,OFF7016,Traffic Police,Valid,2,Yes,No,Red,40,20,0.26,Negative,No,No,Card,No,4,Fine Paid On Spot,21,26-35,False,-20,Saturday,True,2033-02
VLT103710,No Helmet,3605,Uttar Pradesh,2033-02-27,1900-01-01 23:42:00,Scooter,Red,1995,Punjab,55,Other,Two-Wheeler,0,Rainy,Slippery,OFF8568,Traffic Police,Expired,3,No,No,Yellow,50,103,0.33,Positive,No,No,Card,No,0,,23,46-60,True,53,Sunday,False,2033-02
VLT103711,Driving Without License,2848,Tamil Nadu,2033-02-28,1900-01-01 23:12:00,Truck,Red,2017,Maharashtra,55,Male,Four-Wheeler,3,Cloudy,Slippery,OFF1152,Highway Patrol,Suspended,3,Yes,No,Green,100,70,0.01,Negative,Yes,No,Online,Yes,3,,23,46-60,False,-30,Monday,True,2033-02
VLT103712,Using Mobile Phone,4199,West Bengal,2033-03-01,1900-01-01 16:18:00,Bike,White,2021,Uttar Pradesh,35,Male,Two-Wheeler,2,Rainy,Dry,OFF1003,Local Police,Valid,2,No,No,Green,50,57,0.38,Not Conducted,Yes,Yes,Not Paid,No,4,,16,26-35,True,7,Tuesday,True,2033-03
VLT103713,Overloading,4962,Tamil Nadu,2033-03-02,1900-01-01 20:56:00,Auto Rickshaw,Green,1997,Gujarat,23,Female,Commercial,9,Dust Storm,Potholes,OFF4914,RTO,Valid,1,,,Yellow,60,25,0.17,Not Conducted,No,No,Card,Yes,5,Repeat Offender,20,18-25,False,-35,Wednesday,True,2033-03
VLT103714,Drunk Driving,415,Punjab,2033-03-03,1900-01-01 19:29:00,Auto Rickshaw,White,2000,Delhi,38,Male,Commercial,2,Dust Storm,Under Construction,OFF5233,Traffic Police,Suspended,5,,,Red,50,91,0.28,Negative,Yes,Yes,Not Paid,Yes,0,First Violation,19,36-45,True,41,Thursday,False,2033-03
VLT103715,Driving Without License,4490,Punjab,2033-03-04,1900-01-01 02:09:00,Car,Red,2009,Tamil Nadu,25,Other,Heavy Vehicle,7,Clear,Dry,OFF4320,Traffic Police,Expired,4,No,Yes,Red,100,38,0.18,Positive,Yes,Yes,Cash,Yes,0,Fine Paid On Spot,2,18-25,False,-62,Friday,False,2033-03
VLT103716,Wrong Parking,296,Punjab,2033-03-05,1900-01-01 17:24:00,Bike,Black,2018,Tamil Nadu,69,Female,Four-Wheeler,7,Rainy,Dry,OFF8823,Highway Patrol,Suspended,2,Yes,No,Red,50,20,0.21,Negative,No,No,Cash,No,2,First Violation,17,60+,False,-30,Saturday,True,2033-03
VLT103717,Drunk Driving,502,West Bengal,2033-03-06,1900-01-01 09:13:00,Auto Rickshaw,Blue,2015,Karnataka,49,Other,Four-Wheeler,3,Rainy,Potholes,OFF6348,Highway Patrol,Valid,3,,,Red,100,59,0.3,Negative,Yes,No,Not Paid,No,2,Repeat Offender,9,46-60,False,-41,Sunday,True,2033-03
VLT103718,Signal Jumping,4665,Uttar Pradesh,2033-03-07,1900-01-01 09:28:00,Truck,Grey,2017,Gujarat,42,Male,Heavy Vehicle,7,Clear,Under Construction,OFF8929,Highway Patrol,Valid,5,,,Yellow,40,57,0.48,Not Conducted,Yes,No,Card,Yes,1,Fine Paid On Spot,9,36-45,True,17,Monday,True,2033-03
VLT103719,Using Mobile Phone,4622,Delhi,2033-03-08,1900-01-01 20:01:00,Bike,Blue,2010,Delhi,72,Female,Commercial,9,Cloudy,Potholes,OFF2004,Highway Patrol,Expired,4,No,Yes,Yellow,60,81,0.21,Positive,Yes,Yes,Cash,Yes,0,Fine Paid On Spot,20,60+,True,21,Tuesday,False,2033-03
VLT103720,Using Mobile Phone,3625,Karnataka,2033-03-09,1900-01-01 14:35:00,Scooter,Red,2021,Gujarat,46,Female,Four-Wheeler,0,Cloudy,Potholes,OFF3524,Highway Patrol,Suspended,3,,No,Yellow,50,74,0.38,Not Conducted,No,No,Online,No,3,First Violation,14,46-60,True,24,Wednesday,True,2033-03
VLT103721,No Helmet,3383,Gujarat,2033-03-10,1900-01-01 04:27:00,Bus,Blue,2023,Delhi,48,Female,Four-Wheeler,6,Cloudy,Wet,OFF7506,Highway Patrol,Valid,1,Yes,,Yellow,40,96,0.19,Negative,Yes,No,Cash,Yes,5,Repeat Offender,4,46-60,True,56,Thursday,True,2033-03
VLT103722,Using Mobile Phone,4853,Maharashtra,2033-03-11,1900-01-01 23:13:00,Scooter,Blue,2010,Punjab,67,Female,Two-Wheeler,9,Cloudy,Dry,OFF7626,Highway Patrol,Valid,1,,Yes,Red,40,54,0.18,Positive,Yes,Yes,Not Paid,No,5,First Violation,23,60+,True,14,Friday,True,2033-03
VLT103723,Over-speeding,1164,Gujarat,2033-03-12,1900-01-01 10:31:00,Car,Red,1998,Punjab,23,Other,Four-Wheeler,7,Rainy,Potholes,OFF8857,Local Police,Expired,2,Yes,,Red,30,36,0.5,Negative,Yes,No,Cash,No,5,Repeat Offender,10,18-25,True,6,Saturday,True,2033-03
VLT103724,Drunk Driving,2507,Punjab,2033-03-13,1900-01-01 05:28:00,Truck,Blue,2017,Punjab,21,Other,Two-Wheeler,10,Clear,Potholes,OFF3202,Local Police,Suspended,2,Yes,No,Green,100,34,0.15,Not Conducted,Yes,No,Card,No,1,First Violation,5,18-25,False,-66,Sunday,True,2033-03
VLT103725,No Helmet,3183,Uttar Pradesh,2033-03-14,1900-01-01 03:35:00,Bus,Red,2015,Gujarat,42,Female,Commercial,5,Foggy,Slippery,OFF7622,Local Police,Expired,1,,,Green,50,59,0.4,Positive,No,Yes,Not Paid,No,1,First Violation,3,36-45,True,9,Monday,True,2033-03
VLT103726,Over-speeding,2640,West Bengal,2033-03-15,1900-01-01 23:53:00,Auto Rickshaw,Yellow,1997,Tamil Nadu,26,Female,Commercial,0,Cloudy,Under Construction,OFF2036,Highway Patrol,Valid,4,Yes,Yes,Yellow,30,53,0.18,Positive,Yes,No,Cash,Yes,0,First Violation,23,26-35,True,23,Tuesday,False,2033-03
VLT103727,No Seatbelt,140,Uttar Pradesh,2033-03-16,1900-01-01 11:40:00,Car,Blue,2023,Delhi,61,Other,Heavy Vehicle,4,Cloudy,Dry,OFF8975,Highway Patrol,Suspended,5,Yes,No,Green,40,101,0.07,Not Conducted,Yes,Yes,Not Paid,Yes,4,,11,60+,True,61,Wednesday,True,2033-03
VLT103728,Signal Jumping,4792,Delhi,2033-03-17,1900-01-01 06:23:00,Car,Grey,2009,Maharashtra,25,Female,Two-Wheeler,7,Cloudy,Slippery,OFF4652,RTO,Valid,5,No,No,Yellow,30,20,0.1,Negative,Yes,Yes,Not Paid,Yes,3,Fine Paid On Spot,6,18-25,False,-10,Thursday,True,2033-03
VLT103729,Over-speeding,4362,Tamil Nadu,2033-03-18,1900-01-01 22:21:00,Truck,Green,1998,Punjab,29,Other,Four-Wheeler,9,Foggy,Dry,OFF9148,Local Police,Suspended,2,Yes,Yes,Green,30,25,0.29,Positive,Yes,No,Cash,No,0,First Violation,22,26-35,False,-5,Friday,False,2033-03
VLT103730,Using Mobile Phone,1227,Tamil Nadu,2033-03-19,1900-01-01 17:51:00,Truck,Blue,2016,Uttar Pradesh,25,Female,Learner,10,Cloudy,Slippery,OFF4619,Traffic Police,Valid,3,,,Green,50,92,0.33,Positive,Yes,No,Online,Yes,2,,17,18-25,True,42,Saturday,True,2033-03
VLT103731,Signal Jumping,2645,Maharashtra,2033-03-20,1900-01-01 23:57:00,Bus,Black,2011,Karnataka,36,Other,Commercial,8,Foggy,Dry,OFF5637,RTO,Suspended,3,No,No,Red,60,85,0.43,Not Conducted,Yes,No,Cash,No,2,First Violation,23,36-45,True,25,Sunday,True,2033-03
VLT103732,Wrong Parking,4725,Karnataka,2033-03-21,1900-01-01 09:09:00,Truck,Yellow,2007,Gujarat,30,Other,Heavy Vehicle,2,Dust Storm,Under Construction,OFF6060,Local Police,Valid,4,Yes,Yes,Yellow,40,56,0.42,Positive,Yes,Yes,Online,Yes,3,First Violation,9,26-35,True,16,Monday,True,2033-03
VLT103733,Overloading,2117,Uttar Pradesh,2033-03-22,1900-01-01 17:23:00,Car,Green,2016,Delhi,35,Female,Learner,3,Clear,Wet,OFF6365,Local Police,Valid,2,,Yes,Red,80,107,0.49,Not Conducted,No,No,Not Paid,Yes,2,Fine Paid On Spot,17,26-35,True,27,Tuesday,True,2033-03
VLT103734,No Helmet,1536,Uttar Pradesh,2033-03-23,1900-01-01 08:44:00,Truck,Black,2020,Delhi,69,Female,Two-Wheeler,1,Clear,Dry,OFF8966,RTO,Expired,5,,Yes,Red,100,81,0.16,Not Conducted,Yes,Yes,Card,No,5,First Violation,8,60+,False,-19,Wednesday,True,2033-03
VLT103735,Over-speeding,871,Uttar Pradesh,2033-03-24,1900-01-01 18:53:00,Auto Rickshaw,Green,1999,Maharashtra,67,Male,Commercial,7,Foggy,Potholes,OFF4535,Traffic Police,Suspended,5,No,No,Green,50,62,0.49,Negative,Yes,No,Not Paid,No,5,First Violation,18,60+,True,12,Thursday,True,2033-03
VLT103736,Drunk Driving,1599,Delhi,2033-03-25,1900-01-01 14:33:00,Scooter,Grey,1996,Maharashtra,23,Female,Two-Wheeler,5,Cloudy,Dry,OFF9409,Highway Patrol,Valid,2,No,Yes,Red,100,59,0.12,Not Conducted,No,Yes,Card,Yes,4,,14,18-25,False,-41,Friday,True,2033-03
VLT103737,No Helmet,2151,Maharashtra,2033-03-26,1900-01-01 13:21:00,Scooter,Grey,2017,West Bengal,52,Other,Heavy Vehicle,6,Dust Storm,Wet,OFF3088,Local Police,Valid,3,No,No,Green,80,46,0.26,Negative,Yes,Yes,Online,Yes,3,Fine Paid On Spot,13,46-60,False,-34,Saturday,True,2033-03
VLT103738,Signal Jumping,3177,Karnataka,2033-03-27,1900-01-01 14:08:00,Bike,Grey,1999,Tamil Nadu,56,Male,Learner,10,Rainy,Dry,OFF7639,Traffic Police,Valid,2,No,Yes,Green,60,41,0.06,Not Conducted,Yes,Yes,Card,No,3,Repeat Offender,14,46-60,False,-19,Sunday,True,2033-03
VLT103739,Drunk Driving,3557,Karnataka,2033-03-28,1900-01-01 03:36:00,Bike,White,2002,Delhi,75,Male,Heavy Vehicle,6,Clear,Slippery,OFF2340,Highway Patrol,Expired,5,,No,Red,50,40,0.44,Not Conducted,No,Yes,Card,No,0,,3,60+,False,-10,Monday,False,2033-03
VLT103740,No Helmet,4255,Gujarat,2033-03-29,1900-01-01 12:26:00,Scooter,Green,2012,West Bengal,46,Female,Heavy Vehicle,1,Rainy,Dry,OFF7326,RTO,Suspended,5,No,,Yellow,100,108,0.39,Not Conducted,Yes,Yes,Cash,Yes,3,,12,46-60,True,8,Tuesday,True,2033-03
VLT103741,No Helmet,4025,Karnataka,2033-03-30,1900-01-01 23:33:00,Truck,Yellow,2018,Delhi,26,Male,Two-Wheeler,1,Clear,Wet,OFF9672,Local Police,Valid,4,No,No,Red,30,77,0.05,Positive,Yes,No,Card,Yes,1,,23,26-35,True,47,Wednesday,True,2033-03
VLT103742,Signal Jumping,3485,Uttar Pradesh,2033-03-31,1900-01-01 11:04:00,Bike,Green,2022,Gujarat,38,Other,Heavy Vehicle,4,Clear,Wet,OFF6537,RTO,Expired,3,No,,Yellow,80,44,0.07,Positive,No,No,Not Paid,No,1,,11,36-45,False,-36,Thursday,True,2033-03
